,NDVI_NW,MNDWI_NW,MNWS_NW,NDVI_SW,MNDWI_SW,MNWS_SW,NDVI_PW,MNDWI_PW,MNWS_PW
2017-08-12,0.3924459218978882,-0.5518341660499573,19.262632369995117,0.07931358367204666,0.15794821083545685,6.165838241577148,-0.4115695655345917,0.8222022652626038,0.8459022045135498
2017-08-22,0.3697919249534607,-0.5689223408699036,39.340545654296875,0.15522126853466034,0.13772782683372498,9.874170303344727,-0.14590676128864288,0.82374107837677,0.8779858350753784
2017-08-24,0.36609363555908203,-0.5903666615486145,31.621871948242188,-0.013531907461583614,0.2187422513961792,8.554256439208984,-0.7256444692611694,0.9890742301940918,0.8404394388198853
2017-08-29,0.3726494312286377,-0.5057764053344727,8.893667221069336,0.18859882652759552,0.09062429517507553,3.5819339752197266,-0.06747648864984512,0.6797137260437012,0.9197864532470703
2017-09-03,0.3679378628730774,-0.5333181619644165,7.262592315673828,0.03333762288093567,0.2053173929452896,2.0531840324401855,-0.6174371838569641,0.9183452725410461,0.79128098487854
2017-09-08,0.37244728207588196,-0.5013071298599243,16.300127029418945,0.14442622661590576,0.05526553839445114,5.564370155334473,-0.319212943315506,0.7144765257835388,0.795524001121521
2017-09-11,0.3561568558216095,-0.4465092420578003,10.483592987060547,0.15296152234077454,0.02488229051232338,4.643844127655029,-0.18696048855781555,0.5550961494445801,0.8695107102394104
2017-09-16,0.36159005761146545,-0.4514789879322052,13.642852783203125,0.1985495537519455,-0.032988838851451874,5.697167873382568,0.009650041349232197,0.46744608879089355,0.8820505738258362
2017-10-08,0.41715770959854126,-0.6014032959938049,32.34769058227539,0.11659125238656998,0.12618722021579742,8.255992889404297,-0.7892295718193054,0.9844876527786255,0.8799082636833191
2017-10-18,0.4100033640861511,-0.517712414264679,5.416216850280762,0.1346796154975891,-0.003922358155250549,2.6548283100128174,-0.3735446035861969,0.6691873669624329,0.8804059624671936
2017-10-23,0.4173804521560669,-0.5408640503883362,17.140743255615234,0.22533845901489258,-0.07300996780395508,6.8001275062561035,-0.12786948680877686,0.6163169145584106,0.9116927981376648
2017-11-02,0.4045349359512329,-0.5616984367370605,16.859832763671875,0.2169850617647171,-0.1601235568523407,7.14675235748291,-0.21102941036224365,0.6889258623123169,0.9649797677993774
2017-11-17,0.4097602963447571,-0.5732147097587585,37.78736877441406,0.19707491993904114,-0.0038254177197813988,11.104509353637695,-0.03318016976118088,0.7505349516868591,1.1053465604782104
2017-11-20,0.4098506271839142,-0.5595722198486328,10.607029914855957,0.22183872759342194,-0.26361942291259766,4.637135982513428,0.020930448547005653,0.21779420971870422,0.9828320741653442
2017-12-17,0.4245171546936035,-0.5049332976341248,16.280670166015625,0.23815800249576569,-0.18503105640411377,7.188525199890137,-0.2680099904537201,0.6781749725341797,0.9946936368942261
